--------------------------------------------------------------------------------Column Units Label  Explanations--------------------------------------------------------------------------------   1 -- ID Hi-GAL clump ID2 deg GLON Galactic Longitude (degrees)3 deg GLAT Galactic Latitude (degrees)4 K TEMP Dust temperature of the clump5 Lsun/Msun L/M Ratio between de Bolometric temperature and mass (in Lsun/Msun)6 gr/cm^2 SURF_DENS Surfece density7 -- EVOL_FLAG Flag for thd type os clump. (0) Starless unbound. (1) Prestellar bound. (2) Protostellar.--------------------------------------------------------------------------------
ID,GLON,GLAT,TEMP,L/M,SURF_DENS,EVOL_FLAG
182158,43.341101,0.452466,11.435,0.215217,0.0603631,1
182160,43.342848,0.072136,8.589,0.0379242,0.307603,1
182162,43.343274,-0.359419,9.655,0.0780501,0.265508,1
182181,43.352352,-0.205816,17.246,2.53497,0.0234102,0
182182,43.352424,-0.220978,10.600,0.136676,0.240034,1
182208,43.362604,-0.435761,11.083,0.178525,0.137703,1
182224,43.369516,0.208829,12.028,0.623533,0.0519298,2
182234,43.375860,0.108583,11.314,0.202144,0.0855011,1
182239,43.378276,-0.419609,10.017,0.0973275,0.135287,1
182246,43.380837,-0.268255,21.761,10.2296,0.0138925,0
182247,43.380955,-0.197711,10.068,0.100293,0.13497,1
182254,43.384333,0.054285,11.143,0.184462,0.111045,1
182264,43.387140,-0.042632,10.962,0.167177,0.175402,1
182280,43.393518,-0.270201,10.600,0.136676,0.178499,1
182281,43.393570,-0.226113,13.627,0.616768,0.0509512,1
182286,43.396118,-0.358239,11.495,0.212358,0.39529,1
182310,43.406114,-0.359323,22.555,12.6846,0.0375494,1
182333,43.418471,0.002216,11.143,0.184399,0.0988486,1
182334,43.419902,-0.366280,13.215,0.512981,0.0612269,1
182336,43.421168,-0.306715,10.540,0.132073,0.10557,1
182339,43.421305,-0.350400,11.435,0.215355,0.151404,1
182363,43.430095,-0.426049,17.840,3.10518,0.0122461,0
182370,43.433477,0.186527,11.375,0.208627,0.0499515,1
182372,43.434905,-0.408477,18.383,3.72238,0.0247665,0
182384,43.440534,0.230434,28.136,2131.15,0.0358877,2
182407,43.448533,0.236252,9.776,0.0840806,0.0921546,1
182409,43.448702,0.091770,15.768,2.35975,0.0476269,2
182410,43.448903,0.124877,14.984,1.09034,0.180275,1
182412,43.449300,-0.028130,12.269,0.328531,0.174083,1
182424,43.453463,-0.337895,12.440,0.357075,0.0793581,1
182430,43.454717,-0.007637,12.340,0.340104,0.0861913,1
182437,43.458190,0.111450,12.631,1.08862,0.292886,2
182448,43.461617,-0.322479,14.362,1.25775,0.0930875,2
182461,43.464868,-0.114094,10.610,0.132006,0.410102,1
182465,43.467702,-0.353946,11.083,0.178526,0.0941988,1
182471,43.469777,-0.138757,10.781,0.146661,0.303082,1
182473,43.470439,0.113190,10.661,0.134002,0.54527,1
182478,43.470989,0.499445,11.676,0.244088,0.0792444,1
182479,43.472248,0.233004,13.637,0.619508,0.0759177,1
182480,43.472318,-0.266251,14.884,1.04718,0.024604,0
182485,43.473253,-0.248829,9.595,0.0751931,0.132282,1
182486,43.473557,0.162727,12.269,0.328725,0.0403978,1
182501,43.479978,-0.320754,11.083,0.17866,0.0691419,1
182507,43.481986,-0.190558,13.868,0.68528,0.0180176,0
182509,43.482705,0.246484,12.682,0.400704,0.0622485,1
182521,43.488993,0.343537,14.984,1.09034,0.0263516,0
182525,43.491075,0.427165,13.808,0.667586,0.0515419,1
182530,43.491985,-0.334248,10.721,0.146277,0.112413,1
182532,43.492766,-0.177197,13.044,0.474408,0.144176,1
182535,43.493747,0.485657,10.721,0.146277,0.115226,1
182539,43.495452,-0.228548,11.254,0.195696,0.0788541,1
182555,43.501345,0.124192,11.133,0.183438,0.087912,1
182557,43.502772,0.015114,12.501,0.36769,0.201806,1
182565,43.506907,0.487240,9.364,0.0649278,0.144101,1
182585,43.512416,0.357941,13.215,0.512954,0.0246448,0
182588,43.513864,-0.299485,12.199,0.317431,0.0725353,1
182597,43.517104,0.016787,12.408,0.588545,1.37695,2
182607,43.521054,-0.140869,14.984,1.09034,0.0598677,1
182616,43.523495,-0.145917,13.396,0.556505,0.181841,1
182638,43.529975,0.018445,12.269,0.585182,1.5805,2
182647,43.531789,-0.336264,17.317,2.59765,0.0235398,0
182648,43.532999,0.169989,11.314,0.202069,0.108546,1
182666,43.540327,0.181822,12.390,0.348498,0.0451264,1
182669,43.540814,-0.179651,11.375,0.448241,0.188545,2
182687,43.552558,-0.102312,10.017,0.0973271,0.268205,1
182693,43.554609,0.253607,10.661,0.141397,0.151315,1
182699,43.556402,0.401751,15.779,1.48648,0.0294725,0
182711,43.561843,-0.130762,16.301,1.8076,0.0288735,0
182713,43.562390,-0.397188,13.456,0.571787,0.037681,1
182720,43.565728,-0.098380,14.763,1.9596,0.0538219,2
182729,43.569548,0.430486,9.836,0.0872419,0.0578948,1
182733,43.571282,0.244109,14.874,2.0827,0.158902,2
182756,43.581298,-0.352089,11.556,0.229358,0.0395413,1
182763,43.583855,-0.024675,11.857,0.267701,0.0635274,1
182771,43.586673,-0.091460,15.417,1.29326,0.0798404,1
182777,43.591178,-0.106968,10.550,0.13283,0.134746,1
182780,43.593008,-0.412712,13.737,0.647424,0.0366106,1
182782,43.594009,0.451513,11.907,0.274585,0.0800284,1
182798,43.597958,-0.021048,11.435,0.370596,0.24439,2
182800,43.599429,0.272809,14.703,0.973052,0.0254957,0
182801,43.599598,-0.087376,14.693,0.968085,0.0831706,1
182818,43.605089,-0.040523,12.511,0.369368,0.053899,1
182820,43.606099,-0.079391,13.989,0.721837,0.0678743,1
182835,43.613801,-0.095566,10.068,0.100295,0.228821,1
182843,43.616422,-0.493908,16.130,1.69683,0.0621894,1
182847,43.618562,0.090047,11.204,0.190461,0.113778,1
182851,43.621483,0.113120,11.616,0.236587,0.0534361,1
182853,43.623599,-0.241081,16.412,1.88303,0.0177772,0
182856,43.625049,0.311583,12.621,0.389222,0.0596368,1
182863,43.628510,0.084423,16.593,2.01049,0.0135199,0
182870,43.633349,-0.494433,15.648,2.42,0.207544,2
182872,43.635952,-0.051737,11.435,0.215274,0.119973,1
182874,43.637155,0.128613,11.204,0.190509,0.200811,1
182875,43.637285,0.039119,9.535,0.0723714,0.207977,1
182878,43.637818,-0.358784,12.983,0.461187,0.0678843,1
182882,43.639899,0.414613,13.335,0.541646,0.0423919,1
182889,43.643426,-0.433092,16.130,1.69685,0.0280088,0
182893,43.644927,-0.476918,12.209,0.319051,0.0950471,1
182900,43.646960,0.334219,12.682,0.400699,0.0754058,1
182905,43.650768,0.196561,16.120,3.87401,0.105643,2
182906,43.651248,-0.146845,12.330,0.338445,0.041758,1
182909,43.652761,0.205136,8.589,0.0370679,0.662106,1
182915,43.656455,0.118711,11.254,0.195695,0.158281,1
182919,43.659846,-0.018730,9.595,0.0751627,0.296372,1
182922,43.662021,0.073454,11.023,0.172774,0.264557,1
182925,43.663405,-0.311283,11.968,0.283038,0.0679148,1
182927,43.663813,0.118720,10.962,0.167169,0.175839,1
182945,43.671080,0.104317,11.737,0.251767,0.0991473,1
182946,43.672066,-0.096707,11.666,0.242843,0.04867,1
182952,43.673021,0.311743,10.017,0.0973161,0.118843,1
182953,43.673645,0.153594,9.062,0.0517378,0.422906,1
182954,43.673938,0.028913,14.874,1.04293,0.0469742,1
182957,43.675809,-0.494944,9.122,0.055493,0.277573,1
182964,43.678761,-0.047327,10.902,0.16187,0.10342,1
182986,43.685144,0.391473,11.968,0.283089,0.0877787,1
182991,43.686628,0.167973,16.181,1.72881,0.0449757,1
182994,43.688285,-0.253553,16.372,1.85495,0.00952691,0
182999,43.689242,-0.173644,19.036,5.03807,0.0200984,2
183004,43.690836,0.088929,15.879,1.54446,0.032421,0
183007,43.691660,0.241575,11.314,0.202074,0.124607,1
183008,43.692157,0.309891,13.516,0.587339,0.0486594,1
183032,43.701383,0.229767,23.420,15.8968,0.0168424,0
183044,43.706665,-0.170010,16.450,2.73716,2.32846,2
183045,43.706675,-0.495446,13.868,0.685279,0.0291977,0
183060,43.712891,-0.397842,12.028,0.291708,0.103542,1
183063,43.713677,-0.355450,9.192,0.0969661,0.639713,2
183065,43.714421,0.152872,14.049,0.740717,0.104197,1
183089,43.724151,-0.144515,10.429,0.119908,0.348346,1
183090,43.724637,0.151003,12.501,0.920729,0.144292,2
183102,43.728928,0.485488,11.194,0.462861,0.0856508,2
183107,43.731418,0.273668,13.567,0.600713,0.0545308,1
183112,43.732478,0.214965,15.115,4.3149,0.196979,2
183114,43.735292,0.063526,12.018,0.844756,0.130939,2
183118,43.736329,-0.368755,11.435,0.215354,0.0590084,1
183120,43.737170,0.148396,16.945,2.28032,0.061089,1
183122,43.737814,-0.463311,12.330,0.338445,0.0760044,1
183128,43.739629,-0.084865,8.177,0.0281813,0.370021,1
183129,43.739968,-0.189059,19.026,4.56963,0.0154073,0
183142,43.746425,0.129731,14.813,5.22643,0.147617,2
183143,43.746501,0.063067,21.650,9.9215,0.0163963,0
183147,43.747355,0.263831,16.955,2.28842,0.0666621,1
183149,43.747963,0.230465,11.314,0.19452,0.339451,1
183150,43.748154,-0.311351,12.561,0.378361,0.0861507,1
183162,43.752114,0.246152,10.248,0.108037,0.351806,1
183174,43.757150,-0.378418,12.390,0.3485,0.0823133,1
183175,43.757237,0.325465,14.049,0.740881,0.0383747,0
183180,43.758210,-0.454100,13.516,0.587487,0.043896,1
183182,43.759754,-0.302017,12.682,0.400701,0.0754483,1
183191,43.763665,0.408182,20.745,34.6406,0.143766,2
183217,43.773933,-0.285169,11.254,0.195695,0.0848532,1
183230,43.779341,-0.053786,13.627,0.616773,0.0644919,1
183231,43.779469,0.322795,16.050,1.64726,0.0465355,1
183232,43.779487,-0.205101,9.957,0.0938643,0.105726,1
183234,43.781567,-0.144496,16.774,2.14578,0.0168666,0
183237,43.782501,0.268010,11.495,0.222262,0.0802439,1
183251,43.789486,-0.296037,11.968,0.371207,0.0764646,2
183260,43.791930,0.089777,12.742,0.913718,0.260293,2
183268,43.795016,-0.071852,13.747,1.97477,0.0739504,2
