-------------------------------------------------------------------------------- Column Units Label  Explanations --------------------------------------------------------------------------------    1 – SOURCE_ID Hi-GAL clump ID 2 Jy S70 Integrated flux in the 70 microns band (Jansky) 3 Jy S160 Integrated flux in the 160 microns band (Jansky) 4 Jy S250 Integrated flux in the 250 microns band (Jansky) 5 Jy S350 Integrated flux in the 350 microns band (Jansky) 6 Jy S500 Integrated flux in the 500 microns band (Jansky) 7 arcsec FW70_1 Full width at half maximum in major axis, 70 microns image. 8 arcsec FW70_2 Full width at half maximum in minor axis, 70 microns image. 9 arcsec FW160_1 Full width at half maximum in major axis, 160 microns image. 10 arcsec FW160_2 Full width at half maximum in minor axis, 160 microns image. 11 arcsec FW250_1 Full width at half maximum in major axis, 250 microns  image. 12 arcsec FW250_2 Full width at half maximum in minor axis, 250 microns image. 13 arcsec FW350_1 Full width at half maximum in major axis, 350 microns image. 14 arcsec FW350_2 Full width at half maximum in minor axis, 350 microns image. 15 arcsec FW500_1 Full width at half maximum in major axis, 500 microns image. 16 arcsec FW500_2 Full width at half maximum in minor axis, 500 microns image. 17 deg PA70 Position angle of ellipse defined in 70 microns image. 18 deg PA160 Position angle of ellipse defined in 160 microns image. 19 deg PA250 Position angle of ellipse defined in 250 microns image. 20 deg PA350 Position angle of ellipse defined in 350 microns image. 21 deg PA500 Position angle of ellipse defined in 500 microns image. --------------------------------------------------------------------------------
SOURCE_ID,S70,S160,S250,S350,S500,FW70_1,FW70_2,FW160_1,FW160_2,FW250_1,FW250_2,FW350_1,FW350_2,FW500_1,FW500_2,PA70,PA160,PA250,PA350,PA500
178968,0.0,0.0,4.596,0.0,0.0,0.0,0.0,0.0,0.0,28.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,53.6,0.0,0.0
178969,0.0,0.0,0.0,0.313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,23.8,0.0,0.0,0.0,0.0,0.0,-21.0,0.0
178970,0.0,0.0,2.422,0.0,0.0,0.0,0.0,0.0,0.0,41.8,37.0,0.0,0.0,0.0,0.0,0.0,0.0,81.1,0.0,0.0
178971,0.0,0.0,1.901,0.988,0.0,0.0,0.0,0.0,0.0,55.5,21.8,78.1,23.8,0.0,0.0,0.0,0.0,111.1,-69.2,0.0
178972,0.0,0.0,2.765,0.0,0.0,0.0,0.0,0.0,0.0,46.4,32.5,0.0,0.0,0.0,0.0,0.0,0.0,-44.1,0.0,0.0
178973,0.0,0.0,2.384,0.0,0.0,0.0,0.0,0.0,0.0,28.6,23.4,0.0,0.0,0.0,0.0,0.0,0.0,-194.9,0.0,0.0
178974,0.0,1.942,6.76,0.0,0.0,0.0,0.0,17.9,23.4,48.6,34.0,0.0,0.0,0.0,0.0,0.0,-49.2,2.7,0.0,0.0
178975,0.0,0.798,0.0,0.0,0.0,0.0,0.0,15.8,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.7,0.0,0.0,0.0
178976,0.0,0.0,7.692,0.0,0.0,0.0,0.0,0.0,0.0,56.8,34.4,0.0,0.0,0.0,0.0,0.0,0.0,-114.3,0.0,0.0
178977,0.0,0.791,2.998,0.0,0.0,0.0,0.0,15.4,23.8,36.2,26.9,0.0,0.0,0.0,0.0,0.0,-34.5,-252.6,0.0,0.0
178978,0.0,0.0,1.005,0.0,0.0,0.0,0.0,0.0,0.0,26.2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.5,0.0,0.0
178979,0.0,0.374,0.0,0.0,0.0,0.0,0.0,12.9,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.8,0.0,0.0,0.0
178980,0.0,0.0,0.598,0.0,0.0,0.0,0.0,0.0,0.0,28.9,20.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0
178981,0.0,0.0,1.334,1.536,0.0,0.0,0.0,0.0,0.0,21.2,23.6,41.3,31.7,0.0,0.0,0.0,0.0,23.6,-78.6,0.0
178982,0.0,0.0,7.532,0.0,3.385,0.0,0.0,0.0,0.0,54.3,30.8,0.0,0.0,109.4,68.6,0.0,0.0,-195.4,0.0,116.2
178983,7.0,1.123,0.0,0.0,0.0,8.2,9.4,13.3,10.9,0.0,0.0,0.0,0.0,0.0,0.0,-60.3,-305.3,0.0,0.0,0.0
178984,1.293,0.0,0.0,0.0,0.0,9.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-144.2,0.0,0.0,0.0,0.0
178985,0.0,0.0,0.0,5.285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.6,59.1,0.0,0.0,0.0,0.0,0.0,29.9,0.0
178986,0.0,1.455,0.0,0.0,0.0,0.0,0.0,15.1,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-263.6,0.0,0.0,0.0
178987,0.0,1.457,0.0,0.0,0.0,0.0,0.0,31.3,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-268.4,0.0,0.0,0.0
178988,0.0,1.612,0.0,0.0,0.0,0.0,0.0,24.0,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-184.2,0.0,0.0,0.0
178989,0.0,0.265,1.373,1.073,0.0,0.0,0.0,15.3,10.9,30.9,22.0,46.5,31.9,0.0,0.0,0.0,-139.3,4.0,-210.0,0.0
178990,0.0,0.0,0.0,12.621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.4,40.2,0.0,0.0,0.0,0.0,0.0,115.5,0.0
178991,0.353,0.0,0.0,0.0,0.0,8.2,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,0.0,0.0,0.0
178992,0.0,0.0,0.575,0.0,0.0,0.0,0.0,0.0,0.0,25.6,21.4,0.0,0.0,0.0,0.0,0.0,0.0,34.4,0.0,0.0
178993,0.0,3.72,11.978,5.87,0.0,0.0,0.0,34.2,20.1,44.8,26.1,62.3,31.4,0.0,0.0,0.0,-60.1,-223.6,102.5,0.0
178994,0.0,1.768,4.924,2.628,1.994,0.0,0.0,13.5,12.7,21.9,28.1,34.0,27.0,42.3,50.2,0.0,32.5,204.8,96.0,-48.6
178995,0.0,0.0,0.728,0.0,0.0,0.0,0.0,0.0,0.0,31.4,21.3,0.0,0.0,0.0,0.0,0.0,0.0,-42.9,0.0,0.0
178996,0.0,0.548,3.331,0.0,0.0,0.0,0.0,15.9,14.7,45.8,31.6,0.0,0.0,0.0,0.0,0.0,-214.6,-148.4,0.0,0.0
178997,0.0,0.0,1.455,0.0,0.0,0.0,0.0,0.0,0.0,40.9,27.9,0.0,0.0,0.0,0.0,0.0,0.0,96.9,0.0,0.0
178998,0.0,0.0,3.814,1.745,0.0,0.0,0.0,0.0,0.0,46.4,33.9,53.3,39.8,0.0,0.0,0.0,0.0,-37.4,-40.1,0.0
178999,0.0,0.0,0.0,2.536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.1,34.4,0.0,0.0,0.0,0.0,0.0,16.2,0.0
179000,0.0,0.0,5.442,18.103,10.174,0.0,0.0,0.0,0.0,59.6,22.4,71.0,35.5,66.5,49.9,0.0,0.0,136.3,-239.2,-230.4
179001,0.0,0.458,4.108,0.0,0.0,0.0,0.0,22.2,14.7,60.7,31.2,0.0,0.0,0.0,0.0,0.0,-238.5,132.5,0.0,0.0
179002,0.0,0.0,1.494,0.0,2.409,0.0,0.0,0.0,0.0,27.1,37.2,0.0,0.0,67.5,82.2,0.0,0.0,-70.1,0.0,-20.6
179003,0.0,1.059,0.0,0.0,0.0,0.0,0.0,25.3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.4,0.0,0.0,0.0
179004,0.0,2.755,0.0,0.0,0.0,0.0,0.0,29.9,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-28.1,0.0,0.0,0.0
179005,0.0,0.0,3.322,0.0,0.0,0.0,0.0,0.0,0.0,28.7,34.9,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0
179006,0.0,0.0,0.473,0.0,0.0,0.0,0.0,0.0,0.0,28.7,20.3,0.0,0.0,0.0,0.0,0.0,0.0,-258.5,0.0,0.0
179007,0.0,2.03,6.257,0.0,0.0,0.0,0.0,16.5,25.6,29.4,35.1,0.0,0.0,0.0,0.0,0.0,-333.5,32.8,0.0,0.0
179008,0.0,0.336,0.0,0.0,0.0,0.0,0.0,19.4,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.4,0.0,0.0,0.0
179009,0.505,0.712,2.982,2.855,3.304,12.7,8.2,13.6,11.5,27.4,23.3,40.1,30.0,44.2,69.0,5.6,-32.2,-0.1,-145.0,-45.3
179010,0.481,1.593,5.538,0.0,0.0,8.2,10.2,16.3,18.2,28.4,37.6,0.0,0.0,0.0,0.0,-209.5,18.4,40.2,0.0,0.0
179011,0.0,6.091,5.585,5.634,0.0,0.0,0.0,39.2,30.6,28.2,39.1,65.1,37.5,0.0,0.0,0.0,47.6,-246.8,-170.6,0.0
179012,0.0,1.581,7.701,10.24,6.427,0.0,0.0,14.2,12.2,22.1,28.4,70.8,27.4,46.3,51.5,0.0,-249.5,21.9,113.3,-173.0
179013,0.0,3.067,11.79,4.691,0.0,0.0,0.0,24.2,21.5,39.3,41.1,51.9,35.4,0.0,0.0,0.0,72.5,-69.9,-112.6,0.0
179014,0.0,4.689,5.486,0.0,4.198,0.0,0.0,41.7,17.3,23.1,42.9,0.0,0.0,110.9,53.1,0.0,-40.9,-314.5,0.0,-200.8
179015,0.0,0.0,2.526,5.906,0.166,0.0,0.0,0.0,0.0,30.3,39.1,71.7,63.5,46.2,45.6,0.0,0.0,-267.2,123.7,-93.7
179016,0.0,0.791,9.14,2.848,1.305,0.0,0.0,11.7,14.8,40.0,36.3,48.6,35.7,48.6,47.9,0.0,-229.7,-39.7,58.4,77.1
179017,0.0,0.0,1.311,0.0,0.0,0.0,0.0,0.0,0.0,35.5,26.9,0.0,0.0,0.0,0.0,0.0,0.0,-208.3,0.0,0.0
179018,0.0,1.201,3.331,0.489,0.0,0.0,0.0,14.4,41.0,26.5,28.2,24.2,26.7,0.0,0.0,0.0,136.2,56.1,-254.6,0.0
179019,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0,0.0,24.2,32.2,0.0,0.0,0.0,0.0,0.0,0.0,-3.6,0.0,0.0
179020,0.0,1.895,14.151,14.915,5.19,0.0,0.0,18.3,31.5,46.8,28.8,67.4,35.9,35.2,67.9,0.0,-7.5,114.3,-240.6,33.7
179021,0.0,1.007,3.359,0.0,3.137,0.0,0.0,18.2,24.5,34.6,40.3,0.0,0.0,91.6,74.6,0.0,-262.5,59.8,0.0,-180.9
179022,0.0,0.0,3.108,0.0,0.0,0.0,0.0,0.0,0.0,28.6,46.4,0.0,0.0,0.0,0.0,0.0,0.0,-48.7,0.0,0.0
179023,0.0,3.235,0.0,0.0,0.0,0.0,0.0,30.9,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-207.8,0.0,0.0,0.0
179024,0.0,1.65,0.0,3.679,1.938,0.0,0.0,19.8,28.9,0.0,0.0,48.8,43.4,46.2,68.2,0.0,-232.5,0.0,-164.6,-86.3
179025,0.0,1.2,0.0,0.0,0.0,0.0,0.0,23.9,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-23.3,0.0,0.0,0.0
179026,0.0,0.483,0.0,0.0,3.997,0.0,0.0,13.8,20.0,0.0,0.0,0.0,0.0,86.2,46.5,0.0,242.5,0.0,0.0,-216.3
179027,53.922,52.289,56.325,30.383,20.679,8.2,10.2,13.9,11.2,22.4,19.7,34.5,27.2,41.4,53.1,-44.1,59.0,92.1,-255.8,22.1
179028,0.0,1.949,8.009,0.0,0.0,0.0,0.0,17.2,27.3,30.7,46.5,0.0,0.0,0.0,0.0,0.0,-19.1,-183.2,0.0,0.0
179029,0.0,1.886,0.0,0.0,0.0,0.0,0.0,21.7,27.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-79.4,0.0,0.0,0.0
179030,0.0,2.947,0.0,0.0,0.0,0.0,0.0,29.1,18.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-175.3,0.0,0.0,0.0
179031,0.0,0.525,1.911,0.907,0.866,0.0,0.0,15.1,22.5,36.1,25.3,29.8,43.6,64.9,48.5,0.0,184.0,-259.3,-2.8,94.4
179032,0.0,0.0,1.82,0.0,0.0,0.0,0.0,0.0,0.0,40.5,22.2,0.0,0.0,0.0,0.0,0.0,0.0,87.1,0.0,0.0
179033,0.0,0.0,1.524,0.927,0.0,0.0,0.0,0.0,0.0,27.6,18.9,40.8,23.8,0.0,0.0,0.0,0.0,86.6,-275.5,0.0
179034,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.3,23.8,0.0,0.0,0.0,0.0,0.0,95.8,0.0
179035,6.018,0.0,0.0,0.0,0.0,26.6,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,0.0,0.0,0.0,0.0
179036,13.581,18.88,8.859,4.506,0.0,14.9,18.1,24.3,20.2,33.6,21.7,28.9,59.2,0.0,0.0,-178.2,-79.6,-235.0,-115.8,0.0
179037,0.0,2.277,1.75,0.0,0.0,0.0,0.0,27.3,19.0,19.8,30.6,0.0,0.0,0.0,0.0,0.0,-249.3,13.9,0.0,0.0
179038,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,23.8,0.0,0.0,0.0,0.0,0.0,141.7,0.0
179039,0.0,0.0,3.385,0.0,0.0,0.0,0.0,0.0,0.0,51.6,36.4,0.0,0.0,0.0,0.0,0.0,0.0,-26.3,0.0,0.0
179040,31.654,2.739,0.0,0.0,0.0,9.3,8.2,13.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,50.3,62.8,0.0,0.0,0.0
179041,0.0,0.539,0.0,0.0,0.0,0.0,0.0,12.5,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.4,0.0,0.0,0.0
179042,0.0,0.0,1.775,0.0,0.0,0.0,0.0,0.0,0.0,34.4,27.5,0.0,0.0,0.0,0.0,0.0,0.0,167.6,0.0,0.0
179043,0.0,2.258,3.893,3.635,0.0,0.0,0.0,34.0,21.1,31.8,28.4,40.4,56.4,0.0,0.0,0.0,-310.9,94.4,40.8,0.0
179044,1.805,0.0,0.0,0.0,0.0,10.8,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-251.0,0.0,0.0,0.0,0.0
179045,1.199,0.0,0.0,5.245,4.556,13.5,8.2,0.0,0.0,0.0,0.0,63.0,36.7,78.5,54.3,47.7,0.0,0.0,-216.1,-28.5
179046,30.013,18.837,13.902,6.273,2.257,11.0,9.4,12.9,14.6,22.5,20.6,33.0,29.7,36.1,41.6,18.3,113.6,-210.3,143.0,-311.6
179047,0.0,1.177,0.0,0.0,0.0,0.0,0.0,16.0,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.2,0.0,0.0,0.0
179048,0.0,0.0,1.898,0.0,0.0,0.0,0.0,0.0,0.0,40.4,32.3,0.0,0.0,0.0,0.0,0.0,0.0,-190.9,0.0,0.0
179049,0.0,1.148,0.0,0.0,0.0,0.0,0.0,24.2,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.2,0.0,0.0,0.0
179050,0.209,0.0,0.0,0.0,0.0,8.5,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296.7,0.0,0.0,0.0,0.0
179051,0.0,1.673,8.049,0.0,0.0,0.0,0.0,20.3,30.5,68.4,27.1,0.0,0.0,0.0,0.0,0.0,69.3,-45.3,0.0,0.0
179052,0.0,0.234,0.0,0.0,0.0,0.0,0.0,17.8,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-140.0,0.0,0.0,0.0
179053,0.0,0.0,1.873,0.0,0.0,0.0,0.0,0.0,0.0,31.3,33.6,0.0,0.0,0.0,0.0,0.0,0.0,88.4,0.0,0.0
179054,0.0,2.945,6.31,0.0,0.0,0.0,0.0,41.0,17.8,39.3,32.8,0.0,0.0,0.0,0.0,0.0,-46.7,-244.6,0.0,0.0
179055,0.0,0.0,1.444,0.0,0.0,0.0,0.0,0.0,0.0,43.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-356.4,0.0,0.0
179056,0.0,4.317,8.952,0.0,0.0,0.0,0.0,35.2,21.9,58.1,29.5,0.0,0.0,0.0,0.0,0.0,56.2,56.3,0.0,0.0
179057,0.0,0.267,0.0,0.0,0.0,0.0,0.0,20.1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-87.0,0.0,0.0,0.0
179058,0.0,0.0,1.276,0.0,0.0,0.0,0.0,0.0,0.0,24.2,26.9,0.0,0.0,0.0,0.0,0.0,0.0,-27.5,0.0,0.0
179059,0.0,0.0,1.157,0.0,0.0,0.0,0.0,0.0,0.0,31.8,27.2,0.0,0.0,0.0,0.0,0.0,0.0,-1.4,0.0,0.0
179060,1.12,0.0,0.0,0.0,0.0,9.3,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-314.3,0.0,0.0,0.0,0.0
179061,0.0,0.0,0.513,0.0,0.0,0.0,0.0,0.0,0.0,26.9,20.6,0.0,0.0,0.0,0.0,0.0,0.0,-233.5,0.0,0.0
179062,0.0,0.0,1.221,0.0,0.0,0.0,0.0,0.0,0.0,46.3,24.0,0.0,0.0,0.0,0.0,0.0,0.0,124.5,0.0,0.0
179063,0.0,0.459,1.66,0.0,0.0,0.0,0.0,23.0,12.6,43.4,25.6,0.0,0.0,0.0,0.0,0.0,-138.4,43.7,0.0,0.0
179064,0.0,1.966,1.617,0.0,0.0,0.0,0.0,20.9,17.4,29.8,17.7,0.0,0.0,0.0,0.0,0.0,21.7,-11.1,0.0,0.0
179065,0.0,4.827,0.0,0.0,0.0,0.0,0.0,31.0,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-262.3,0.0,0.0,0.0
179066,0.0,0.43,0.0,0.0,0.0,0.0,0.0,13.5,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.4,0.0,0.0,0.0
179067,0.0,0.0,0.854,0.0,0.0,0.0,0.0,0.0,0.0,32.0,26.1,0.0,0.0,0.0,0.0,0.0,0.0,-236.2,0.0,0.0
179068,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,27.8,25.2,0.0,0.0,0.0,0.0,0.0,0.0,-33.3,0.0,0.0
179069,0.0,0.549,22.617,12.337,3.482,0.0,0.0,18.1,10.9,59.9,34.3,57.9,40.6,57.9,40.8,0.0,-83.4,-252.1,-73.0,-66.3
179070,0.0,0.0,7.485,5.32,0.0,0.0,0.0,0.0,0.0,24.8,43.8,34.8,52.1,0.0,0.0,0.0,0.0,-114.9,28.3,0.0
179071,0.0,0.0,4.573,4.819,2.155,0.0,0.0,0.0,0.0,52.0,22.1,71.9,30.3,39.0,78.3,0.0,0.0,-69.4,-60.4,42.8
179072,0.0,1.903,0.0,0.0,0.0,0.0,0.0,20.1,24.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0
179073,0.0,2.893,3.429,2.493,0.0,0.0,0.0,25.0,20.4,24.3,26.2,38.0,30.6,0.0,0.0,0.0,2.0,-79.2,9.3,0.0
179074,4.976,19.21,20.388,27.589,16.121,18.5,13.7,31.3,21.9,29.9,43.1,69.6,45.8,79.7,62.7,12.6,-140.5,85.4,-23.9,-34.2
179075,1.475,0.0,0.0,0.0,0.0,17.7,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.5,0.0,0.0,0.0,0.0
179076,0.0,0.153,0.0,0.0,0.0,0.0,0.0,22.3,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0
179077,0.0,0.0,4.006,0.0,0.0,0.0,0.0,0.0,0.0,40.7,31.4,0.0,0.0,0.0,0.0,0.0,0.0,-22.1,0.0,0.0
179078,0.0,0.0,4.474,0.0,0.0,0.0,0.0,0.0,0.0,51.8,40.8,0.0,0.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0
179079,0.0,3.926,6.354,2.641,2.406,0.0,0.0,33.5,21.4,40.3,29.3,42.6,34.4,69.3,50.5,0.0,62.2,38.6,-155.2,20.9
179080,0.0,0.0,1.361,0.0,0.0,0.0,0.0,0.0,0.0,33.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,-216.2,0.0,0.0
179081,0.0,0.471,0.0,2.031,2.705,0.0,0.0,20.1,15.0,0.0,0.0,35.7,67.3,88.8,47.9,0.0,147.5,0.0,-82.5,6.9
179082,0.0,0.0,3.581,2.381,0.0,0.0,0.0,0.0,0.0,26.2,37.6,35.5,60.7,0.0,0.0,0.0,0.0,272.3,-85.3,0.0
179083,0.0,1.659,3.05,6.335,3.283,0.0,0.0,18.6,20.6,28.6,24.5,55.6,40.5,65.0,51.3,0.0,-257.1,-43.7,-235.3,-216.5
179084,0.0,0.0,2.064,0.0,0.0,0.0,0.0,0.0,0.0,40.7,27.0,0.0,0.0,0.0,0.0,0.0,0.0,75.3,0.0,0.0
179085,0.0,0.385,3.944,0.0,0.0,0.0,0.0,13.9,10.9,47.8,26.5,0.0,0.0,0.0,0.0,0.0,19.7,43.6,0.0,0.0
179086,0.0,0.0,6.329,8.554,3.098,0.0,0.0,0.0,0.0,34.0,21.7,29.0,55.6,90.2,33.9,0.0,0.0,-41.8,227.3,-214.0
179087,0.447,0.0,0.0,0.0,0.0,8.2,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-245.7,0.0,0.0,0.0,0.0
179088,0.0,1.343,3.233,1.34,0.681,0.0,0.0,14.6,21.5,22.9,27.6,25.9,29.8,33.9,37.8,0.0,71.0,-283.3,-101.4,-126.8
179089,0.0,0.0,5.987,0.0,0.0,0.0,0.0,0.0,0.0,57.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,-65.9,0.0,0.0
179090,0.0,0.0,7.15,9.956,6.729,0.0,0.0,0.0,0.0,40.5,26.7,72.5,38.5,55.8,88.4,0.0,0.0,-73.7,-41.2,54.9
179091,0.0,0.0,1.014,0.0,0.0,0.0,0.0,0.0,0.0,32.8,24.7,0.0,0.0,0.0,0.0,0.0,0.0,-80.1,0.0,0.0
179092,0.0,0.0,2.278,0.0,0.0,0.0,0.0,0.0,0.0,27.2,40.4,0.0,0.0,0.0,0.0,0.0,0.0,-54.9,0.0,0.0
179093,0.0,0.0,0.913,0.0,0.0,0.0,0.0,0.0,0.0,24.3,26.5,0.0,0.0,0.0,0.0,0.0,0.0,16.5,0.0,0.0
179094,0.0,0.0,1.576,0.0,0.0,0.0,0.0,0.0,0.0,24.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0
179095,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,23.9,21.6,0.0,0.0,0.0,0.0,0.0,0.0,39.7,0.0,0.0
179096,0.0,0.0,0.433,0.0,0.0,0.0,0.0,0.0,0.0,20.7,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-155.9,0.0,0.0
179097,0.0,0.0,3.012,0.0,0.0,0.0,0.0,0.0,0.0,23.8,37.2,0.0,0.0,0.0,0.0,0.0,0.0,47.4,0.0,0.0
179098,0.0,0.0,1.639,0.0,0.0,0.0,0.0,0.0,0.0,40.8,36.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.4,0.0,0.0
179099,0.0,4.284,3.875,1.298,0.0,0.0,0.0,42.3,28.9,33.7,28.0,29.4,40.4,0.0,0.0,0.0,117.9,-239.3,78.8,0.0
179100,0.0,0.0,1.006,0.0,0.0,0.0,0.0,0.0,0.0,41.9,22.5,0.0,0.0,0.0,0.0,0.0,0.0,-31.0,0.0,0.0
179101,0.0,0.0,2.121,0.688,0.0,0.0,0.0,0.0,0.0,35.9,26.7,24.2,41.8,0.0,0.0,0.0,0.0,71.0,-37.8,0.0
179102,0.0,0.0,4.285,5.49,0.818,0.0,0.0,0.0,0.0,29.2,32.4,39.0,53.4,50.7,37.5,0.0,0.0,183.1,-2.0,50.9
179103,0.0,0.0,1.125,0.0,0.0,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,-237.4,0.0,0.0
179104,1.43,4.552,10.191,11.271,5.013,11.6,8.2,18.2,11.3,37.9,21.8,45.0,27.9,47.6,33.0,56.1,51.9,62.2,70.9,-238.2
179105,1.968,6.258,5.462,0.0,0.0,10.5,14.1,18.0,15.4,69.4,20.2,0.0,0.0,0.0,0.0,-104.4,65.1,117.1,0.0,0.0
179106,0.0,0.0,6.972,5.481,0.0,0.0,0.0,0.0,0.0,40.9,32.7,54.8,43.8,0.0,0.0,0.0,0.0,-263.5,-65.8,0.0
179107,0.0,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,39.8,21.1,0.0,0.0,0.0,0.0,0.0,0.0,-245.5,0.0,0.0
179108,0.0,0.0,2.485,2.937,0.0,0.0,0.0,0.0,0.0,23.2,36.8,30.4,60.7,0.0,0.0,0.0,0.0,14.1,-327.4,0.0
179109,0.0,0.494,0.0,0.0,0.0,0.0,0.0,34.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8,0.0,0.0,0.0
179110,0.0,0.0,3.61,2.232,1.149,0.0,0.0,0.0,0.0,27.9,31.9,46.6,29.9,56.6,38.8,0.0,0.0,-9.3,-89.1,-82.9
179111,4.273,4.272,0.0,0.0,0.0,20.0,18.7,27.5,20.7,0.0,0.0,0.0,0.0,0.0,0.0,-292.1,-284.8,0.0,0.0,0.0
179112,0.0,0.0,3.113,0.0,0.521,0.0,0.0,0.0,0.0,58.6,33.8,0.0,0.0,65.4,40.7,0.0,0.0,-70.0,0.0,94.2
179113,0.0,0.0,4.343,1.272,0.0,0.0,0.0,0.0,0.0,45.9,41.7,38.9,44.5,0.0,0.0,0.0,0.0,236.1,-38.9,0.0
179114,0.0,1.473,1.298,0.653,0.0,0.0,0.0,29.2,19.5,27.0,20.7,33.4,26.4,0.0,0.0,0.0,42.8,29.0,30.1,0.0
179115,0.0,0.0,6.695,3.365,2.784,0.0,0.0,0.0,0.0,40.7,28.9,36.0,41.4,42.3,78.7,0.0,0.0,-43.3,-25.8,21.2
179116,0.0,0.0,0.988,0.0,0.0,0.0,0.0,0.0,0.0,19.9,21.7,0.0,0.0,0.0,0.0,0.0,0.0,36.6,0.0,0.0
179117,0.0,0.0,2.478,0.0,0.0,0.0,0.0,0.0,0.0,23.9,33.6,0.0,0.0,0.0,0.0,0.0,0.0,-202.5,0.0,0.0
179118,0.0,0.0,0.0,5.377,12.534,0.0,0.0,0.0,0.0,0.0,0.0,65.5,34.5,114.5,65.7,0.0,0.0,0.0,-51.9,-47.3
179119,0.0,0.0,0.0,2.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7,52.8,0.0,0.0,0.0,0.0,0.0,-251.4,0.0
179120,0.0,0.0,4.637,0.0,0.0,0.0,0.0,0.0,0.0,34.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-259.1,0.0,0.0
179121,0.0,0.0,0.929,0.0,0.0,0.0,0.0,0.0,0.0,41.9,17.0,0.0,0.0,0.0,0.0,0.0,0.0,-26.9,0.0,0.0
179122,0.0,0.0,7.953,4.006,0.0,0.0,0.0,0.0,0.0,34.4,39.3,75.9,26.4,0.0,0.0,0.0,0.0,-115.3,-292.5,0.0
179123,0.0,0.0,2.55,0.665,0.0,0.0,0.0,0.0,0.0,25.3,37.9,26.9,38.9,0.0,0.0,0.0,0.0,-124.6,66.1,0.0
